iter	Logloss
205	0.2460309928
206	0.2459097798
207	0.2458375279
208	0.2452606329
209	0.2431669727
210	0.2411018997
211	0.2393210429
212	0.2376950832
213	0.2363295523
214	0.2356553099
215	0.23437937
216	0.234322425
217	0.2336900559
218	0.233176627
219	0.2322438749
220	0.2315632872
221	0.2310231397
222	0.2303982304
223	0.2288857708
224	0.228517207
225	0.2284525702
226	0.2280144378
227	0.2262168576
228	0.2255015136
229	0.225448177
230	0.2244719442
231	0.2236294157
232	0.2230616242
233	0.2229539948
234	0.2229031622
235	0.2222010822
236	0.2221604701
237	0.2219182987
238	0.2207104654
239	0.2206662828
240	0.2194021202
241	0.2193327954
242	0.2183583334
243	0.2166651509
244	0.2160082598
245	0.2155062572
246	0.2154615093
247	0.2154234538
248	0.2146027889
249	0.2144934876
250	0.2144477976
251	0.2144080694
252	0.2134027116
253	0.2126283358
254	0.2120104842
255	0.2115974453
256	0.2115648304
257	0.2111757568
258	0.2097035694
259	0.2096613373
260	0.2089979198
261	0.2089489097
262	0.2074966587
263	0.2068692877
264	0.2061303269
265	0.2055770798
266	0.204994078
267	0.2046160529
268	0.2036304289
269	0.2026704
270	0.2023752945
271	0.2019440857
272	0.2008111029
273	0.2001328363
274	0.199786204
275	0.1996846369
276	0.1991001804
277	0.1985255682
278	0.1983249758
279	0.1977032181
280	0.1976447628
281	0.1968742096
282	0.1959144332
283	0.1958787548
284	0.1953400005
285	0.194360359
286	0.1938577805
287	0.1938142675
288	0.1934562111
289	0.1929743204
290	0.1929395087
291	0.1928573556
292	0.1923801269
293	0.1917089961
294	0.191155559
295	0.1911310661
296	0.1911109013
297	0.1899463476
298	0.1891578671
299	0.1880756854
300	0.1879621363
301	0.1869221425
302	0.1868809266
303	0.1866184721
304	0.1860121157
305	0.1857231931
306	0.1851537094
307	0.184528396
308	0.1841380352
309	0.1841042718
310	0.1836592189
311	0.1827706133
312	0.1819037763
313	0.1811333547
314	0.1806813698
315	0.1800522358
316	0.1795554466
317	0.1793075961
318	0.1784992422
319	0.1784103117
320	0.1778787095
321	0.1776614745
322	0.1771447964
323	0.1766898431
324	0.1766440409
325	0.1766238111
326	0.176187884
327	0.1756469573
328	0.1752011
329	0.1748905792
330	0.1748492503
331	0.1743207275
332	0.1737199194
333	0.1726316923
334	0.1716818369
335	0.1716483314
336	0.171028409
337	0.1705199377
338	0.1702660133
339	0.1698670262
340	0.1693481506
341	0.1693109976
342	0.1691763671
343	0.1687527112
344	0.1685022427
345	0.1684266507
346	0.1684033348
347	0.1680729252
348	0.1680550643
349	0.1671759593
350	0.1671593797
351	0.167013416
352	0.1665433823
353	0.1662192613
354	0.165918745
355	0.1654622181
356	0.1651110315
357	0.1650500249
358	0.1642719294
359	0.1637461114
360	0.1634161773
361	0.1628331915
362	0.1628022798
363	0.1620746101
364	0.1615529947
365	0.1613393528
366	0.1609287759
367	0.1609008663
368	0.1605926544
369	0.1605690185
370	0.1597491678
371	0.1597305832
372	0.159006193
373	0.1589841836
374	0.1584750436
375	0.158020107
376	0.1577656507
377	0.1574512923
378	0.1571993942
379	0.1570382833
380	0.1569702193
381	0.1567646967
382	0.1567464694
383	0.1561855436
384	0.1558732839
385	0.15566222
386	0.1554165465
387	0.1552160536
388	0.1547990375
389	0.1541557847
390	0.1540553896
391	0.1537007158
392	0.1532981534
393	0.1530657824
394	0.1530392507
395	0.1528521472
396	0.1526436917
397	0.1524748963
398	0.1521625994
399	0.1514838828
400	0.1512542394
401	0.1509241819
402	0.1503856304
403	0.1499740834
404	0.1498618968
405	0.1492560677
406	0.1483259295
407	0.147941624
408	0.147652451
409	0.1475335666
410	0.1474439587
411	0.1472573295
412	0.147018342
413	0.1468165365
414	0.1463973159
415	0.1463788231
416	0.1459741402
417	0.1455549937
418	0.1450193557
419	0.1446757657
420	0.1441682845
421	0.1441497479
422	0.1441324127
423	0.1440217017
424	0.1438619774
425	0.143312536
426	0.1425589751
427	0.1425411862
428	0.1424111642
429	0.1420497781
430	0.1420223555
431	0.1415961303
432	0.1413750894
433	0.1413573883
434	0.1410948431
435	0.1404948908
436	0.1403772712
437	0.1400816704
438	0.1398225547
439	0.1393874482
440	0.1391978051
441	0.139027726
442	0.1389567533
443	0.1386968674
444	0.1383112122
445	0.1376038566
446	0.1374956023
447	0.137473231
448	0.137282589
449	0.1371000968
450	0.1370612533
451	0.136543688
452	0.1359803622
453	0.1351709344
454	0.1350815108
455	0.1349206045
456	0.1343962741
457	0.1341398707
458	0.1339293705
459	0.1339146529
460	0.1337037634
461	0.1336887432
462	0.1335623877
463	0.133497791
464	0.1331818736
465	0.1330902679
466	0.1325301938
467	0.1325165613
468	0.1325042734
469	0.132208741
470	0.1320047325
471	0.1314650647
472	0.1313064785
473	0.1309628989
474	0.130763881
475	0.1307227072
476	0.1304501657
477	0.1300748959
478	0.1298813049
479	0.1298729925
480	0.1296888866
481	0.1288169327
482	0.1285456389
483	0.1285256431
484	0.1283758493
485	0.1279555252
486	0.1278082326
487	0.1276141766
488	0.1270521592
489	0.1269728581
490	0.1268963525
491	0.1267591845
492	0.1264694775
493	0.1264596861
494	0.1263598235
495	0.1262199932
496	0.125460607
497	0.1254453612
498	0.1252467605
499	0.1249934544
500	0.1246015637
501	0.1243258934
502	0.124259988
503	0.1240878449
504	0.1236199662
505	0.1235344267
506	0.1229856959
507	0.1227907311
508	0.1227413973
509	0.1224974382
510	0.1222426236
511	0.1220145001
512	0.1217065741
513	0.1214794341
514	0.1214017423
515	0.121003938
516	0.1209852336
517	0.1209748621
518	0.1209633564
519	0.1207186239
520	0.1206051558
521	0.1205280076
522	0.1204410379
523	0.1203023565
524	0.120157695
525	0.119790379
526	0.1196702046
527	0.1196424979
528	0.1195126887
529	0.1195019343
530	0.1194826217
531	0.118857642
532	0.1185455215
533	0.1183751313
534	0.1181715443
535	0.1181592495
536	0.1180756752
537	0.118061117
538	0.117840953
539	0.1176847145
540	0.117676775
541	0.1174382671
542	0.1171699387
543	0.1170227145
544	0.1167433359
545	0.1165869555
546	0.1164697073
547	0.1161386362
548	0.1158731161
549	0.115861504
550	0.1156847808
551	0.1153331114
552	0.115318578
553	0.1150396771
554	0.1149425934
555	0.1148768145
556	0.1146889162
557	0.1143873975
558	0.1141098944
559	0.1138809516
560	0.1137086599
561	0.1136264166
562	0.1134577583
563	0.1134478623
564	0.1132161566
565	0.1129102775
566	0.1124685021
567	0.1124605618
568	0.1121815548
569	0.1121657678
570	0.1119847257
571	0.1114545216
572	0.1114442773
573	0.111352943
574	0.1110569799
575	0.1108966005
576	0.1107753348
577	0.11065184
578	0.1104957249
579	0.1100881559
580	0.1100575918
581	0.1100494295
582	0.110004607
583	0.1094423354
584	0.1092769549
585	0.1089416245
586	0.1087450143
587	0.108412795
588	0.1083925561
589	0.1080950575
590	0.1078446156
591	0.1076965568
592	0.1076104341
593	0.1074197397
594	0.1069933455
595	0.1069872221
596	0.1063682226
597	0.106334653
598	0.1063266478
599	0.1061515431
600	0.1060489955
601	0.105784024
602	0.1057753212
603	0.1055209072
604	0.1053644037
605	0.1053076353
606	0.1051174592
607	0.1046738537
608	0.1046045173
609	0.1043849921
610	0.1041519275
611	0.1041444857
612	0.1040745753
613	0.1039884847
614	0.1038686131
615	0.1038002685
616	0.1035823659
617	0.1030730605
618	0.102897421
619	0.1027718067
620	0.1027202158
621	0.1022917535
622	0.1022400552
623	0.1022320061
624	0.1021447407
625	0.1017827806
626	0.1017760811
627	0.1017557975
628	0.1017147969
629	0.1016408745
630	0.1014773745
631	0.1014198396
632	0.1012677819
633	0.1012512703
634	0.1012051236
635	0.100995557
636	0.1008854844
637	0.1005871565
638	0.1000423512
639	0.09990724032
640	0.09952837473
641	0.09943685903
642	0.09942777504
643	0.09942042929
644	0.09887125904
645	0.09886479932
646	0.09885691693
647	0.09870355039
648	0.09869678171
649	0.09859744565
650	0.09833301747
651	0.09795324687
652	0.09783015596
653	0.09746830819
654	0.09699423832
655	0.09684578889
656	0.0967619595
657	0.09635145511
658	0.09633873504
659	0.09609358109
660	0.0959586701
661	0.09584340107
662	0.09582473314
663	0.09518017483
664	0.09498192779
665	0.09484126613
666	0.09478373316
667	0.09451342723
668	0.09433464713
669	0.09421079554
670	0.09410356119
671	0.09409830832
672	0.0940324959
673	0.09380839666
674	0.09371221996
675	0.09359385845
676	0.09345993978
677	0.09337161077
678	0.09332995854
679	0.09327589686
680	0.09326583632
681	0.0931824293
682	0.09317617948
683	0.09302515818
684	0.09289402718
685	0.09288772651
686	0.09265196408
687	0.09245365795
688	0.09244741462
689	0.09222712885
690	0.09216190959
691	0.09215678532
692	0.0919771627
693	0.09195156046
694	0.09193377855
695	0.09182522258
696	0.09171599149
697	0.09165850842
698	0.09155888904
699	0.09129415513
700	0.09096238268
701	0.09049730045
702	0.0900690382
703	0.08984428325
704	0.08959527527
705	0.08950432524
706	0.08947028757
707	0.08945796113
708	0.08929315692
709	0.08919360822
710	0.08917138763
711	0.08904601383
712	0.0889892034
713	0.08889146575
714	0.08884410233
715	0.08866847114
716	0.0883197271
717	0.0881909372
718	0.08811002286
719	0.08804914205
720	0.08783574768
721	0.08756254781
722	0.08746664037
723	0.08734837533
724	0.08690634329
725	0.08671805931
726	0.08671139008
727	0.08658845672
728	0.08646432259
729	0.08625216487
730	0.08620213921
731	0.08612295459
732	0.0859612838
733	0.08579161258
734	0.0857155374
735	0.08566966979
736	0.08565751184
737	0.08548550765
738	0.08548141269
739	0.08542901616
740	0.08536260664
741	0.08520062338
742	0.0848644896
743	0.08472528754
744	0.08470389357
745	0.0844301259
746	0.08442389787
747	0.08439660574
748	0.08419827338
749	0.08410049559
750	0.0838776109
751	0.08382666069
752	0.08366273752
753	0.0834957178
754	0.08349145275
755	0.08339048117
756	0.08333584854
757	0.08322508487
758	0.08321861246
759	0.08314782836
760	0.08295481937
761	0.08291258009
762	0.08272405401
763	0.08246665165
764	0.08244246304
765	0.08231702752
766	0.08222383771
767	0.08187201356
768	0.08186514403
769	0.08162966379
770	0.08135400537
771	0.08120101127
772	0.0811945237
773	0.0810728077
774	0.08099590351
775	0.0809407779
776	0.08093392328
777	0.08075388572
778	0.08049899997
779	0.08030114036
780	0.08029090661
781	0.08023391952
782	0.08011662987
783	0.08001544741
784	0.0798996176
785	0.07978568539
786	0.0796742895
787	0.07947288344
788	0.07933818481
789	0.07907447822
790	0.07906196479
791	0.07900378073
792	0.07875401725
793	0.07868722206
794	0.07862429362
795	0.07861280841
796	0.07855141564
797	0.07848950466
798	0.0784725992
799	0.07836441395
800	0.07830599186
801	0.07827207491
802	0.07824001007
803	0.07822858423
804	0.07811439152
805	0.07797586378
806	0.07773480964
807	0.07773131664
808	0.07771501075
809	0.07771016767
810	0.07757591097
811	0.07757290031
812	0.07742970836
813	0.07742441615
814	0.07737842048
815	0.07712019762
816	0.07698096011
817	0.07695024023
818	0.07694684212
819	0.07677939293
820	0.07674484843
821	0.07653981718
822	0.07652467322
823	0.07652142994
824	0.07651535553
825	0.07624422922
826	0.0761208648
827	0.07585984599
828	0.07579279909
829	0.07567795222
830	0.07552748454
831	0.07552395154
832	0.0754317438
833	0.07542763673
834	0.07528959115
835	0.0749787476
836	0.07497476586
837	0.07496996029
838	0.07495414201
839	0.07480104426
840	0.07470500931
841	0.07468244821
842	0.07450545208
843	0.07436282767
844	0.07426350558
845	0.07426059844
846	0.07415367981
847	0.07414988264
848	0.07410430398
849	0.07401908238
850	0.07388982299
851	0.07388638997
852	0.07384123108
853	0.07379810697
854	0.07350626982
855	0.0735036992
856	0.07345498071
857	0.07338088507
858	0.0732813286
859	0.07307174643
860	0.0729877718
861	0.072973559
862	0.07288247389
863	0.07287798951
864	0.07281269415
865	0.07280966935
866	0.07264592417
867	0.07258850735
868	0.07253901851
869	0.07223594951
870	0.07221882197
871	0.07212855707
872	0.07207351743
873	0.07206704331
874	0.0720082879
875	0.07187552388
876	0.07185212936
877	0.07167336388
878	0.07152902896
879	0.07137708317
880	0.07117184201
881	0.07116076939
882	0.07101877318
883	0.07079599847
884	0.07063382162
885	0.07056735247
886	0.07037715313
887	0.0703171417
888	0.07030732491
889	0.07021476375
890	0.06990195066
891	0.06988951127
892	0.06975509671
893	0.06969858081
894	0.06963639169
895	0.06944149861
896	0.06919676332
897	0.06917796873
898	0.069129008
899	0.06911841615
900	0.06903289094
901	0.06900634574
902	0.06878661991
903	0.06870804923
904	0.06845644673
905	0.06835667134
906	0.06821502158
907	0.06820736785
908	0.06815216742
909	0.06810188855
910	0.06808932946
911	0.06795127785
912	0.0679239457
913	0.06786468291
914	0.06779404166
915	0.06768582628
916	0.06765800119
917	0.06757502336
918	0.06756918949
919	0.06753946339
920	0.06748241067
921	0.06738926944
922	0.06737470582
923	0.06732782277
924	0.06729119762
925	0.06728887522
926	0.06722941921
927	0.06709360162
928	0.06705101073
929	0.06697657383
930	0.06695712406
931	0.06676995501
932	0.06670204093
933	0.06666334829
934	0.06659130663
935	0.0665892516
936	0.06651036257
937	0.06635082644
938	0.06634151162
939	0.06627643217
940	0.06619533799
941	0.06603829017
942	0.06603478432
943	0.0660308936
944	0.06592036113
945	0.06572598895
946	0.06545796453
947	0.06545571798
948	0.06524561286
949	0.06521490169
950	0.0652031212
951	0.06504825664
952	0.06504360211
953	0.06498409586
954	0.06494555685
955	0.06479700231
956	0.064704627
957	0.06451068482
958	0.0645074512
959	0.06446522712
960	0.06443994371
961	0.06443704625
962	0.0643548923
963	0.06432925468
964	0.06432132043
965	0.06428736879
966	0.06425250524
967	0.06406269896
968	0.06405447018
969	0.06391945445
970	0.06387739205
971	0.06380303692
972	0.06379841299
973	0.06371079672
974	0.06363710011
975	0.06360687514
976	0.06349680506
977	0.06348888927
978	0.06332109832
979	0.0632250881
980	0.06315398553
981	0.0631215616
982	0.06309199859
983	0.06297911564
984	0.06291817416
985	0.06291569353
986	0.06288559321
987	0.06279116791
988	0.0625868187
989	0.06254757044
990	0.06252762644
991	0.06229163798
992	0.06228956617
993	0.06220353786
994	0.06220108408
995	0.06215760575
996	0.06205066329
997	0.06204482783
998	0.06204290164
999	0.06191888519
1000	0.06174544677
1001	0.06172223435
1002	0.06168470905
1003	0.06163007503
1004	0.06152878694
1005	0.06131653021
1006	0.06122083134
1007	0.06121192939
1008	0.06116780935
1009	0.06114351829
1010	0.06114085751
1011	0.06113594702
1012	0.06107123303
1013	0.06104028887
1014	0.06101474649
1015	0.06101105168
1016	0.06098073335
1017	0.06097841978
1018	0.06091105284
1019	0.06078420206
1020	0.06058802233
1021	0.06058572264
1022	0.06052855873
1023	0.06048301675
1024	0.0604539415
1025	0.06042502636
1026	0.06037024469
1027	0.06035702823
1028	0.06026761207
1029	0.06017887702
1030	0.06016920006
1031	0.06010064812
1032	0.06009371661
1033	0.05991371076
1034	0.05989412852
1035	0.05985090337
1036	0.05974134201
1037	0.05972681814
1038	0.05968930261
1039	0.05968438036
1040	0.0595671755
1041	0.05927145235
1042	0.05910461247
1043	0.05910091696
1044	0.05904419951
1045	0.05901956414
1046	0.05900847597
1047	0.05899873356
1048	0.05898975526
1049	0.05883742196
1050	0.05871135631
1051	0.05869856717
1052	0.05864509822
1053	0.05863845068
1054	0.05852400614
1055	0.05849359443
1056	0.05842236481
1057	0.0584203395
1058	0.05841544104
1059	0.05840932072
1060	0.05840082012
1061	0.05832388766
1062	0.0581690085
1063	0.05814854098
1064	0.05814111091
1065	0.05813540235
1066	0.05812264475
1067	0.05795957015
1068	0.05790347707
1069	0.05785273548
1070	0.05785050913
1071	0.05779867157
1072	0.05774511183
1073	0.05769457032
1074	0.05768875423
1075	0.05766157864
1076	0.05762842549
1077	0.05762230506
1078	0.05756829311
1079	0.05756551556
1080	0.05742079945
1081	0.05736036512
1082	0.05731373943
1083	0.05730773726
1084	0.05713827747
1085	0.05698780438
1086	0.05687471106
1087	0.05684150584
1088	0.05668955614
1089	0.05663657372
1090	0.05661941821
1091	0.05661735288
1092	0.05645988745
1093	0.05631590198
1094	0.05626781262
1095	0.05619762575
1096	0.0561908474
1097	0.05611871771
1098	0.05607548471
1099	0.05607338658
1100	0.05603775201
1101	0.05584965782
1102	0.05584805909
1103	0.0558031935
1104	0.05579796991
1105	0.05573397214
1106	0.05566487586
1107	0.05564306512
1108	0.05561592613
1109	0.05550892849
1110	0.05550409185
1111	0.05546898171
1112	0.05546553617
1113	0.05529935087
1114	0.05529167989
1115	0.05525656914
1116	0.05517694839
1117	0.05507657418
1118	0.05506091592
1119	0.05500788345
1120	0.05481030861
1121	0.05475014118
1122	0.05466813917
1123	0.05453408892
1124	0.05441377776
1125	0.05420968232
1126	0.05411923261
1127	0.05399893248
1128	0.05396999183
1129	0.05396039062
1130	0.05391863375
1131	0.05382173084
1132	0.05373414221
1133	0.05353647855
1134	0.05353177605
1135	0.0533179729
1136	0.0532283722
1137	0.05322701969
1138	0.05297516234
1139	0.05292986981
1140	0.05292037733
1141	0.05284364458
1142	0.05279096441
1143	0.05271657972
1144	0.05265754425
1145	0.05261096897
1146	0.05248784731
1147	0.05243852576
1148	0.05239174971
1149	0.05234516956
1150	0.05233919743
1151	0.052329717
1152	0.05232441818
1153	0.05230522229
1154	0.05230333111
1155	0.05221159672
1156	0.05215214335
1157	0.05215024535
1158	0.05206266791
1159	0.05200653452
1160	0.05196397274
1161	0.05190704535
1162	0.05186970847
1163	0.0518648724
1164	0.0518358722
1165	0.05183426413
1166	0.05173120104
1167	0.05172902803
1168	0.05159547005
1169	0.05148388584
1170	0.05141713966
1171	0.05141414838
1172	0.05140517435
1173	0.05140406976
1174	0.0513737119
1175	0.05136617392
1176	0.051310896
1177	0.05130839894
1178	0.05123742223
1179	0.05110515903
1180	0.05107878671
1181	0.05102480036
1182	0.05102309938
1183	0.05101554776
1184	0.0509969481
1185	0.05086890013
1186	0.05080504369
1187	0.05080180942
1188	0.05077894997
1189	0.050685125
1190	0.05061733842
1191	0.05053462671
1192	0.05047962903
1193	0.05034046117
1194	0.05033747716
1195	0.05021413387
1196	0.05013182082
1197	0.05000767581
1198	0.04999233219
1199	0.04998537844
